Soil_Type,Farm_Area_acres,Water_Availability_L_per_week,Irrigation_Type,Fertilizer_Used_kg,Season,Rainfall_mm,Temperature_C,Soil_pH,Crop,Crop_Yield_ton_per_acre
Peaty,13.57,2034,Drip,21.26,Rabi,1035.41,44.94,5.82,Maize,3.127
Silty,16.72,2213,Drip,158.17,Rabi,1121.59,31.91,8.48,Wheat,4.061
Sandy,14.02,1848,Drip,52.12,Summer,1183.7,21.9,8.2,Tomato,6.434
Silty,11.15,4344,Drip,29.44,Zaid,996.85,31.85,6.59,Tomato,5.987
Silty,5.5,1095,Rainfed,186.32,Zaid,812.17,25.02,8.37,Tomato,6.693
Sandy,15.13,638,Flood,162.53,Zaid,1480.07,11.73,5.04,Rice,4.355
Peaty,10.0,1514,Sprinkler,38.48,Rabi,1145.95,17.04,8.2,Tomato,6.03
Loamy,6.6,741,Rainfed,159.84,Summer,1299.6,10.67,7.75,Rice,4.631
Silty,16.24,2863,Drip,171.92,Summer,771.58,18.92,6.52,Potato,5.681
Silty,14.24,1232,Drip,182.95,Summer,1376.21,35.88,8.17,Rice,4.615
Peaty,18.81,634,Drip,117.86,Summer,1151.8,16.77,5.51,Rice,4.069
Peaty,4.14,3759,Sprinkler,146.61,Rabi,1169.97,28.48,5.81,Maize,3.606
Clay,13.33,4261,Sprinkler,157.2,Summer,313.01,34.56,7.13,Wheat,3.159
Peaty,5.64,3126,Rainfed,143.96,Summer,1002.69,29.2,8.52,Maize,3.438
Silty,18.17,3640,Flood,136.43,Kharif,635.78,10.54,5.52,Tomato,5.805
Sandy,2.89,2986,Sprinkler,118.56,Kharif,1069.7,22.72,7.26,Maize,3.791
Loamy,13.47,2624,Rainfed,106.26,Kharif,938.68,25.46,8.01,Wheat,3.908
Clay,16.03,2010,Sprinkler,199.3,Kharif,344.55,22.0,7.97,Rice,3.937
Sandy,7.74,2318,Rainfed,80.76,Rabi,888.98,29.12,7.51,Rice,3.804
Loamy,19.13,3296,Drip,35.89,Zaid,786.64,27.96,8.76,Potato,5.812
Loamy,17.16,4802,Sprinkler,157.71,Kharif,1209.38,16.56,6.93,Potato,6.25
Loamy,6.6,2143,Drip,58.49,Kharif,853.43,36.32,8.52,Wheat,3.519
Sandy,1.14,3268,Flood,115.88,Kharif,825.51,15.64,7.48,Wheat,3.369
Clay,6.64,4906,Drip,37.24,Rabi,1135.34,26.06,7.95,Maize,3.54
Clay,6.34,3864,Flood,131.47,Zaid,1069.16,36.47,6.86,Wheat,2.958
Loamy,17.91,1899,Sprinkler,189.92,Summer,1489.41,34.4,5.67,Maize,4.744
Sandy,19.38,2050,Flood,150.09,Kharif,657.54,25.13,5.44,Potato,6.067
Loamy,2.34,3911,Drip,58.62,Zaid,1094.86,37.61,7.73,Maize,3.269
Peaty,9.95,582,Sprinkler,194.8,Summer,417.44,34.98,6.51,Maize,3.24
Clay,11.42,1979,Rainfed,75.28,Kharif,1245.93,23.46,7.27,Potato,6.696
Silty,2.77,3420,Sprinkler,98.59,Rabi,1222.0,41.34,7.98,Tomato,6.149
Loamy,8.17,2783,Rainfed,109.66,Rabi,1143.57,14.97,8.15,Wheat,3.596
Peaty,7.02,2940,Drip,198.33,Rabi,354.77,22.55,7.04,Rice,3.808
Clay,11.19,2282,Sprinkler,32.4,Summer,1483.81,34.42,6.26,Potato,6.164
Sandy,13.56,1104,Rainfed,145.41,Rabi,1425.39,40.55,8.1,Maize,3.465
Clay,14.37,4833,Drip,85.15,Zaid,681.12,21.29,6.66,Rice,3.734
Sandy,3.6,1230,Flood,34.1,Summer,950.51,29.64,8.75,Wheat,3.508
Sandy,16.45,1860,Rainfed,188.31,Rabi,1355.55,10.41,8.3,Rice,3.935
Loamy,13.89,2578,Flood,126.17,Zaid,843.04,22.98,7.99,Rice,3.649
Loamy,17.89,1477,Sprinkler,155.63,Zaid,978.91,21.58,5.96,Wheat,3.858
Clay,9.54,2137,Rainfed,63.27,Kharif,984.22,39.49,6.45,Maize,3.171
Peaty,17.98,2481,Drip,157.08,Kharif,1044.03,12.59,8.4,Maize,3.985
Clay,17.45,3450,Drip,169.13,Zaid,948.15,12.17,5.09,Tomato,6.761
Silty,9.33,3800,Flood,97.55,Kharif,727.73,25.49,8.13,Maize,3.473
Sandy,8.24,4504,Drip,122.95,Kharif,901.32,24.26,6.62,Tomato,7.03
Sandy,18.72,1082,Sprinkler,194.94,Summer,1332.88,15.65,8.2,Potato,6.846
Loamy,14.59,959,Sprinkler,172.41,Rabi,1323.33,19.22,7.21,Wheat,3.672
Peaty,18.64,635,Flood,100.07,Summer,1204.31,44.1,7.11,Tomato,6.533
Loamy,16.14,2476,Rainfed,139.62,Summer,738.34,27.96,7.81,Wheat,3.367
Silty,12.58,1477,Drip,161.16,Kharif,1221.76,13.07,8.23,Rice,4.453
Clay,3.2,783,Sprinkler,24.38,Rabi,704.21,11.74,7.77,Wheat,2.911
Clay,6.54,3397,Rainfed,125.91,Summer,1063.29,11.47,6.8,Wheat,3.907
Peaty,19.41,2898,Sprinkler,197.22,Summer,937.66,23.62,6.28,Wheat,3.921
Loamy,7.07,4612,Sprinkler,190.49,Summer,590.03,40.3,8.38,Rice,3.988
Loamy,2.77,1738,Rainfed,169.84,Summer,788.74,39.15,7.08,Maize,3.231
Silty,14.44,3966,Rainfed,39.12,Rabi,1279.47,22.88,8.13,Tomato,6.294
Clay,14.95,2961,Drip,198.93,Kharif,1386.58,37.1,8.98,Potato,6.47
Loamy,6.42,3666,Flood,129.72,Zaid,466.88,36.33,7.58,Wheat,3.199
Peaty,6.66,4204,Flood,60.12,Kharif,793.08,26.9,6.11,Wheat,3.574
Clay,9.91,2553,Sprinkler,141.37,Zaid,763.56,24.15,8.46,Tomato,7.41
Silty,1.41,1279,Flood,174.17,Summer,835.72,16.32,6.09,Tomato,6.791
Peaty,16.0,2634,Sprinkler,40.22,Zaid,1469.61,19.76,6.04,Rice,4.403
Sandy,7.02,2736,Rainfed,184.96,Rabi,874.37,21.85,5.3,Tomato,6.217
Silty,17.22,2139,Sprinkler,185.64,Rabi,1279.1,38.45,5.31,Rice,3.902
Peaty,16.25,919,Drip,22.42,Summer,1063.12,29.35,8.45,Maize,3.028
Loamy,13.57,2326,Sprinkler,182.06,Rabi,339.35,17.03,5.92,Rice,3.214
Sandy,7.17,3638,Sprinkler,190.43,Summer,1104.35,13.35,5.43,Wheat,3.977
Silty,10.81,4189,Drip,26.78,Zaid,1041.18,27.38,6.41,Potato,6.148
Loamy,9.45,706,Drip,72.95,Kharif,1186.01,33.32,7.85,Wheat,3.388
Sandy,7.44,3890,Flood,87.16,Kharif,296.78,38.66,6.36,Rice,2.763
Clay,17.11,4370,Rainfed,82.8,Zaid,513.7,37.91,6.24,Wheat,2.761
Loamy,10.19,4296,Rainfed,156.62,Kharif,1200.08,38.85,6.95,Maize,3.69
Peaty,16.82,3034,Drip,84.46,Summer,681.8,25.67,5.08,Maize,3.128
Silty,3.0,2680,Rainfed,192.18,Zaid,1384.06,40.3,6.96,Potato,6.48
Sandy,3.68,4710,Sprinkler,199.1,Summer,872.97,25.56,8.96,Potato,6.474
Loamy,19.57,4806,Rainfed,77.03,Kharif,201.34,15.88,8.2,Maize,2.104
Clay,12.17,4727,Drip,111.58,Summer,1108.49,23.91,5.28,Maize,3.236
Silty,10.69,1897,Rainfed,120.39,Rabi,867.5,21.9,7.62,Wheat,3.15
Silty,10.94,4749,Drip,124.29,Kharif,612.22,23.73,6.84,Maize,3.565
Loamy,5.09,1946,Flood,87.36,Rabi,226.57,33.05,8.3,Rice,2.623
Clay,14.66,1451,Drip,49.88,Rabi,458.37,32.99,5.39,Wheat,3.098
Sandy,2.61,4521,Sprinkler,29.82,Zaid,410.07,17.87,5.93,Tomato,5.672
Loamy,11.89,2217,Sprinkler,39.14,Zaid,957.71,21.06,8.16,Potato,5.775
Sandy,11.84,4742,Sprinkler,182.23,Summer,1200.42,30.84,8.4,Potato,6.751
Silty,18.37,4305,Drip,70.47,Summer,504.99,12.94,7.12,Potato,5.244
Sandy,11.0,3698,Drip,33.83,Kharif,1107.04,34.1,5.08,Wheat,3.246
Clay,3.6,2096,Sprinkler,132.24,Summer,1369.77,16.26,8.57,Maize,4.429
Peaty,11.88,4233,Rainfed,33.56,Summer,1008.06,39.77,6.53,Rice,3.68
Clay,2.74,3716,Drip,32.61,Zaid,1208.34,24.06,5.16,Tomato,6.443
Sandy,4.87,1406,Rainfed,131.88,Zaid,465.5,17.73,8.28,Potato,6.057
Loamy,1.59,4250,Flood,126.45,Rabi,297.42,33.37,6.67,Wheat,2.786
Silty,10.75,4558,Flood,27.47,Summer,675.0,29.39,5.76,Rice,3.088
Peaty,2.61,2654,Flood,102.89,Zaid,1121.71,16.02,8.21,Maize,3.212
Loamy,9.92,1837,Flood,98.44,Kharif,1091.93,38.95,6.83,Tomato,6.088
Loamy,18.73,4606,Sprinkler,118.4,Summer,1441.6,25.87,7.43,Potato,6.877
Clay,14.68,2995,Drip,152.81,Kharif,1018.97,15.33,8.29,Maize,3.779
Sandy,2.47,3474,Flood,70.9,Rabi,734.67,37.87,7.09,Wheat,2.976
Clay,5.26,2942,Sprinkler,97.9,Rabi,1236.27,14.67,5.44,Potato,6.043
Sandy,13.8,4973,Flood,162.69,Zaid,398.99,43.88,8.86,Wheat,2.474
Clay,18.0,860,Drip,186.06,Zaid,1256.93,25.46,6.15,Maize,4.292
Loamy,1.63,3564,Flood,180.44,Rabi,675.71,35.49,8.98,Tomato,6.118
Silty,16.44,1072,Flood,105.97,Kharif,400.21,25.82,5.02,Potato,5.283
Sandy,11.67,2455,Rainfed,113.76,Rabi,410.78,16.56,6.94,Potato,5.044
Peaty,11.38,3544,Rainfed,115.24,Rabi,1478.68,36.53,7.82,Rice,4.469
Peaty,19.2,2084,Rainfed,176.37,Zaid,1010.19,20.13,8.63,Potato,6.538
Loamy,15.21,2733,Rainfed,171.19,Summer,426.54,33.88,8.12,Rice,3.615
Clay,17.15,3792,Flood,76.08,Zaid,549.13,19.01,6.02,Maize,2.413
Clay,7.73,3746,Flood,49.31,Zaid,683.7,18.44,5.97,Maize,2.593
Loamy,11.53,2314,Rainfed,88.22,Kharif,272.67,26.01,6.43,Tomato,5.887
Peaty,12.69,4541,Drip,71.91,Rabi,340.94,38.57,5.44,Maize,2.402
Peaty,7.11,2389,Sprinkler,191.14,Summer,1190.28,31.48,7.68,Tomato,6.79
Clay,11.83,2399,Flood,67.86,Summer,1222.94,12.26,8.77,Wheat,3.328
Sandy,5.5,3155,Rainfed,52.62,Zaid,1484.7,35.69,7.57,Rice,3.798
Silty,3.72,2829,Sprinkler,181.91,Zaid,287.88,30.29,7.13,Wheat,2.455
Sandy,8.11,4218,Rainfed,35.57,Rabi,1355.94,31.82,7.01,Tomato,6.12
Peaty,15.05,1556,Rainfed,66.85,Kharif,612.38,22.38,7.37,Potato,5.273
Sandy,18.41,2629,Drip,99.04,Rabi,626.21,29.47,7.84,Rice,3.366
Silty,9.7,2006,Drip,127.12,Summer,365.47,23.02,8.18,Wheat,3.172
Sandy,13.21,2130,Flood,78.98,Kharif,1482.19,12.85,7.79,Wheat,3.661
Sandy,2.96,1491,Rainfed,109.32,Zaid,1475.29,39.56,7.82,Wheat,3.736
Sandy,18.18,1693,Sprinkler,55.79,Zaid,1324.28,33.73,8.81,Maize,3.976
Sandy,11.8,4468,Flood,123.37,Summer,318.01,33.47,8.6,Potato,4.797
Loamy,15.83,1202,Drip,93.41,Rabi,1294.14,16.78,8.3,Wheat,4.066
Peaty,16.09,1530,Flood,172.87,Kharif,1025.0,33.23,5.17,Wheat,4.22
Silty,5.87,2981,Flood,94.83,Rabi,367.41,18.12,7.68,Wheat,2.669
Peaty,11.05,1062,Rainfed,99.89,Rabi,540.29,34.06,6.82,Potato,5.241
Loamy,19.25,866,Sprinkler,126.59,Rabi,1095.99,21.67,7.47,Wheat,4.065
Loamy,2.7,1293,Drip,42.17,Zaid,1244.47,15.51,7.75,Rice,3.686
Loamy,13.98,3603,Flood,48.22,Summer,1302.51,41.72,7.86,Maize,3.515
Loamy,19.28,1486,Flood,162.24,Kharif,906.98,13.66,8.48,Maize,3.775
Sandy,6.71,1457,Rainfed,69.22,Kharif,895.01,36.66,8.64,Wheat,3.155
Peaty,17.37,4095,Flood,143.25,Summer,1089.47,13.56,7.43,Potato,5.747
Clay,18.74,1354,Sprinkler,37.54,Kharif,1211.04,33.97,8.58,Potato,5.851
Silty,15.19,2069,Rainfed,167.93,Kharif,421.76,13.86,8.06,Tomato,5.774
Loamy,5.4,2756,Drip,197.88,Rabi,1161.79,27.81,5.81,Tomato,6.915
Peaty,7.35,4409,Flood,87.26,Rabi,644.19,16.58,5.14,Rice,3.691
Loamy,1.68,4603,Flood,111.0,Summer,698.89,40.33,5.04,Rice,3.296
Loamy,16.8,2722,Rainfed,99.69,Kharif,301.03,24.05,7.35,Potato,5.089
Loamy,17.14,4676,Flood,180.95,Summer,964.95,10.54,7.09,Rice,4.142
Loamy,13.02,737,Drip,21.79,Summer,321.45,31.99,7.79,Tomato,5.695
Loamy,7.7,3788,Sprinkler,137.62,Summer,1387.08,25.58,8.37,Potato,7.285
Silty,2.46,4782,Sprinkler,137.43,Summer,1007.26,40.09,5.66,Tomato,6.735
Peaty,15.31,2232,Rainfed,88.83,Rabi,1487.37,25.16,8.43,Wheat,4.267
Loamy,14.8,3561,Flood,59.48,Zaid,519.35,24.39,5.39,Wheat,2.797
Loamy,18.34,1314,Rainfed,63.14,Summer,1083.48,25.89,8.53,Rice,4.649
Loamy,14.88,1686,Rainfed,164.08,Kharif,1453.76,40.09,8.4,Tomato,7.032
Loamy,16.75,2725,Rainfed,31.9,Zaid,588.15,30.54,7.79,Potato,5.126
Sandy,15.17,1484,Rainfed,121.49,Rabi,325.22,33.43,6.2,Potato,5.379
Sandy,12.98,1297,Rainfed,75.23,Zaid,1024.17,35.21,5.37,Rice,3.775
Clay,9.11,4662,Flood,67.74,Zaid,675.93,42.81,8.11,Tomato,5.264
Loamy,18.14,1043,Sprinkler,111.03,Rabi,554.97,39.31,5.87,Rice,3.115
Clay,13.37,1019,Sprinkler,181.62,Summer,1491.66,42.45,6.76,Potato,6.665
Silty,8.57,3046,Sprinkler,131.26,Zaid,1180.34,22.02,7.12,Wheat,3.54
Clay,2.59,1954,Flood,161.95,Rabi,831.01,17.52,7.74,Tomato,6.685
Peaty,6.52,1558,Flood,128.12,Rabi,265.0,17.12,6.95,Rice,3.259
Sandy,11.33,2736,Rainfed,145.59,Zaid,449.1,40.02,7.78,Wheat,3.158
Sandy,6.24,1612,Sprinkler,97.83,Rabi,588.41,39.07,8.26,Maize,2.959
Loamy,5.2,3906,Rainfed,186.68,Zaid,833.36,32.76,7.85,Tomato,6.756
Loamy,11.02,1446,Sprinkler,110.35,Zaid,846.42,12.2,6.2,Potato,5.099
Silty,4.23,4530,Drip,119.32,Rabi,232.15,21.13,8.58,Potato,4.769
Silty,16.21,635,Flood,114.49,Rabi,1426.36,35.7,7.2,Maize,3.744
Peaty,10.2,3093,Drip,76.91,Rabi,905.65,18.7,6.86,Tomato,6.257
Loamy,11.9,1292,Sprinkler,61.62,Zaid,225.65,31.84,7.3,Rice,2.663
Loamy,3.8,1636,Rainfed,33.29,Kharif,1111.74,29.0,6.93,Tomato,6.417
Silty,7.17,1862,Flood,149.27,Rabi,292.76,19.19,8.02,Tomato,6.039
Silty,8.79,1054,Flood,72.07,Rabi,1137.52,42.7,6.68,Maize,3.206
Silty,16.36,3072,Rainfed,90.06,Summer,1111.94,18.99,8.11,Potato,6.009
Sandy,15.63,3903,Drip,185.59,Rabi,1480.4,41.32,8.04,Wheat,3.949
Clay,5.24,2754,Drip,121.96,Zaid,644.65,28.93,6.11,Potato,5.77
Clay,12.71,1866,Drip,37.47,Rabi,387.63,13.21,5.38,Tomato,5.186
Loamy,5.63,1448,Drip,163.93,Summer,319.43,39.18,8.4,Potato,5.474
Sandy,19.78,603,Flood,66.1,Kharif,293.24,37.7,5.68,Maize,2.978
Silty,19.09,1546,Sprinkler,119.49,Kharif,1253.43,39.08,5.12,Wheat,3.199
Loamy,11.7,4526,Rainfed,111.8,Rabi,1134.11,32.34,6.61,Wheat,3.338
Sandy,14.28,3114,Sprinkler,62.85,Kharif,1468.69,34.91,6.02,Rice,3.889
Peaty,16.23,3831,Sprinkler,40.84,Zaid,601.94,41.75,5.88,Potato,5.064
Sandy,14.7,1463,Drip,58.03,Kharif,1244.03,14.47,5.69,Potato,6.075
Loamy,14.3,3771,Sprinkler,37.52,Zaid,320.92,12.91,8.0,Maize,1.945
Clay,19.21,1337,Drip,69.61,Kharif,1375.04,14.38,8.13,Potato,5.956
Silty,12.33,2958,Drip,199.51,Kharif,267.38,40.45,5.19,Maize,3.164
Peaty,13.09,1381,Sprinkler,92.38,Zaid,1224.25,29.7,7.19,Rice,4.357
Sandy,17.14,3688,Rainfed,175.5,Zaid,599.56,16.16,5.54,Tomato,6.032
Loamy,13.73,2702,Sprinkler,118.85,Rabi,435.55,14.96,7.0,Potato,5.548
Loamy,14.93,3834,Sprinkler,139.98,Zaid,1115.87,25.59,6.39,Tomato,6.892
Silty,5.45,2698,Flood,48.14,Rabi,1364.64,38.55,5.81,Rice,4.367
Loamy,8.05,711,Drip,69.47,Summer,1193.36,38.18,8.79,Potato,6.435
Loamy,3.8,1715,Flood,111.88,Zaid,607.03,39.79,8.83,Potato,5.609
Silty,10.61,1380,Rainfed,178.61,Rabi,659.64,36.91,7.26,Tomato,6.236
Peaty,9.66,1254,Sprinkler,27.72,Rabi,446.1,12.16,5.75,Rice,2.975
Clay,19.95,1200,Flood,111.25,Kharif,1271.28,35.21,7.33,Rice,4.298
Clay,12.61,2719,Flood,29.18,Zaid,339.22,28.16,8.71,Tomato,5.58
Sandy,15.94,870,Sprinkler,102.23,Kharif,1374.18,35.42,6.51,Tomato,6.803
Peaty,7.35,2232,Sprinkler,133.2,Rabi,981.47,26.95,5.55,Potato,6.269
Sandy,16.8,1301,Drip,154.05,Zaid,965.51,26.92,7.77,Rice,4.512
Clay,12.69,1489,Drip,44.94,Rabi,1289.17,14.41,7.63,Wheat,3.961
Silty,14.24,915,Flood,49.98,Kharif,1067.79,41.68,5.01,Rice,2.941
Loamy,6.59,3465,Sprinkler,104.61,Rabi,595.51,23.11,8.41,Potato,5.971
Clay,11.42,3837,Drip,199.65,Rabi,654.37,30.38,7.64,Tomato,6.587
Peaty,13.05,4112,Drip,84.09,Kharif,424.97,17.25,5.78,Potato,4.953
Clay,12.19,2120,Rainfed,96.95,Zaid,803.28,22.91,5.01,Wheat,2.841
Peaty,18.39,2035,Flood,97.84,Kharif,343.2,40.47,8.89,Rice,3.115
Peaty,18.07,4844,Flood,34.53,Zaid,1048.95,17.34,8.02,Wheat,3.079
Peaty,19.45,3292,Flood,159.35,Zaid,420.0,17.21,6.46,Rice,3.237
Sandy,13.68,1072,Sprinkler,65.56,Summer,1323.11,19.12,6.73,Potato,6.024
Silty,19.47,4155,Rainfed,146.66,Rabi,1110.6,30.11,7.16,Wheat,4.053
Clay,16.82,792,Drip,105.52,Zaid,1358.96,28.22,7.87,Potato,6.788
Silty,6.15,4793,Rainfed,130.12,Zaid,313.14,16.14,5.69,Potato,5.325
Loamy,9.12,579,Drip,29.71,Kharif,1238.06,34.22,5.78,Potato,5.74
Clay,5.53,4732,Drip,180.19,Zaid,1345.05,41.76,5.19,Wheat,4.098
Silty,1.08,4808,Rainfed,63.89,Zaid,257.94,16.96,8.94,Rice,3.266
Silty,4.57,2362,Flood,140.62,Kharif,1498.8,33.55,8.5,Potato,6.586
Loamy,1.08,1118,Sprinkler,163.64,Zaid,590.84,30.52,7.21,Potato,5.904
Peaty,14.68,1459,Rainfed,117.21,Rabi,475.24,21.51,6.72,Tomato,5.872
Clay,9.09,3778,Flood,80.72,Rabi,739.38,31.62,5.95,Tomato,5.963
Clay,6.94,4235,Flood,196.02,Kharif,211.23,17.35,7.38,Wheat,2.848
Loamy,15.47,2713,Sprinkler,70.12,Zaid,1351.68,39.19,7.76,Maize,3.308
Peaty,16.82,4074,Sprinkler,190.76,Rabi,549.04,10.78,7.76,Potato,5.357
Clay,19.53,4496,Flood,48.12,Summer,878.07,29.85,5.03,Wheat,2.763
Clay,13.2,2977,Sprinkler,90.06,Kharif,1010.63,21.16,7.81,Rice,3.605
Clay,9.77,3751,Flood,44.93,Kharif,1228.42,40.85,8.47,Wheat,3.226
Peaty,6.8,2668,Drip,20.4,Rabi,525.27,27.48,5.46,Potato,5.212
Loamy,5.22,3745,Sprinkler,66.85,Kharif,1132.29,38.09,8.02,Rice,3.579
Clay,5.05,2878,Drip,35.7,Zaid,352.96,42.33,8.29,Tomato,4.933
Silty,8.77,2222,Sprinkler,197.54,Rabi,1115.51,21.7,6.1,Potato,7.183
Peaty,19.84,1661,Flood,157.1,Summer,1395.08,40.81,7.85,Tomato,6.732
Sandy,1.02,2389,Flood,20.67,Zaid,310.53,35.42,5.39,Potato,4.528
Loamy,4.75,2540,Flood,60.26,Summer,351.71,13.79,7.6,Rice,2.457
Silty,4.58,4471,Flood,140.62,Summer,924.4,13.64,7.04,Potato,6.055
Clay,14.63,3901,Flood,91.74,Kharif,260.32,38.61,8.4,Potato,5.493
Sandy,7.7,3809,Flood,169.73,Summer,443.61,26.39,6.81,Wheat,3.208
Loamy,9.69,1599,Sprinkler,110.87,Zaid,447.25,27.33,6.71,Maize,3.051
Peaty,3.82,4518,Sprinkler,137.66,Rabi,825.62,41.19,8.74,Wheat,3.273
Sandy,8.69,2188,Drip,127.47,Rabi,523.03,41.63,8.74,Maize,3.12
Sandy,2.96,4632,Rainfed,134.87,Summer,818.18,13.94,5.14,Maize,2.723
Silty,11.13,1344,Sprinkler,61.42,Summer,877.53,23.08,6.94,Rice,3.84
Loamy,2.86,2143,Sprinkler,87.19,Rabi,1149.84,41.33,5.64,Potato,6.322
Silty,16.02,2833,Rainfed,29.11,Summer,1429.79,38.69,6.09,Tomato,6.318
Silty,11.77,1763,Rainfed,125.77,Zaid,854.87,35.24,7.66,Potato,5.746
Clay,14.76,3434,Drip,102.67,Summer,661.51,13.57,5.52,Maize,3.385
Peaty,8.95,4185,Drip,156.93,Summer,536.31,31.74,5.05,Maize,3.589
Sandy,8.25,715,Flood,57.15,Zaid,1025.05,30.36,7.91,Rice,3.756
Loamy,2.87,4157,Drip,98.63,Rabi,1425.79,15.85,7.57,Wheat,3.968
Peaty,10.95,2840,Drip,52.53,Rabi,1194.05,37.09,8.61,Maize,3.661
Peaty,10.78,2007,Rainfed,130.52,Summer,467.93,20.92,7.17,Maize,2.887
Loamy,9.89,2590,Sprinkler,172.65,Rabi,1361.3,31.72,8.78,Wheat,3.746
Peaty,15.07,3878,Flood,157.78,Zaid,1156.17,22.66,7.44,Tomato,6.511
Clay,16.82,1616,Drip,189.96,Summer,366.33,12.95,6.55,Wheat,2.621
Peaty,15.27,3240,Rainfed,194.91,Summer,1126.64,28.37,7.43,Wheat,4.277
Clay,3.73,2661,Flood,158.97,Summer,576.16,20.73,8.0,Wheat,3.529
Sandy,12.82,3756,Flood,71.63,Kharif,838.82,12.5,6.39,Maize,3.281
Sandy,2.53,3468,Rainfed,59.47,Kharif,590.3,16.95,6.49,Tomato,6.225
Silty,14.2,1648,Drip,100.56,Zaid,309.28,31.66,7.52,Rice,3.086
Clay,8.25,3676,Drip,198.9,Summer,1199.16,13.55,6.82,Rice,4.258
Sandy,3.52,4753,Drip,94.28,Zaid,1277.29,13.06,7.11,Rice,4.047
Peaty,17.38,3845,Drip,55.83,Kharif,501.57,43.04,8.93,Potato,5.263
Loamy,12.67,4461,Flood,189.98,Summer,511.53,13.76,5.18,Potato,5.559
Loamy,7.74,1640,Sprinkler,89.47,Kharif,758.95,23.16,7.59,Rice,4.252
Clay,1.58,3433,Flood,144.36,Summer,1254.91,14.67,8.69,Tomato,6.749
Silty,11.21,2607,Flood,161.87,Zaid,300.45,42.87,5.94,Wheat,2.906
Peaty,18.54,2948,Rainfed,171.77,Zaid,1251.32,26.84,5.85,Wheat,4.122
Clay,12.33,1327,Flood,167.83,Zaid,1399.54,13.89,6.45,Maize,4.097
Loamy,19.46,1703,Drip,170.52,Kharif,929.96,36.91,5.3,Maize,4.017
Clay,3.59,3803,Rainfed,140.18,Zaid,278.51,37.33,7.24,Maize,1.89
Peaty,11.8,1344,Rainfed,92.69,Rabi,550.42,41.54,7.58,Wheat,2.581
Sandy,16.16,3471,Rainfed,140.11,Rabi,344.8,34.7,8.28,Potato,5.59
Peaty,10.99,1768,Rainfed,170.61,Zaid,537.07,11.92,5.26,Potato,5.193
Sandy,2.73,2129,Rainfed,83.12,Zaid,1255.32,29.26,6.74,Rice,3.875
Sandy,12.07,4030,Drip,73.37,Kharif,272.37,23.44,8.14,Maize,2.66
Sandy,12.62,1303,Sprinkler,81.87,Summer,568.97,36.2,8.07,Potato,5.155
Clay,14.85,627,Sprinkler,119.23,Kharif,872.04,30.68,5.29,Maize,3.374
Loamy,15.46,1451,Rainfed,29.44,Kharif,1336.25,35.38,5.05,Wheat,2.97
Clay,15.64,2764,Sprinkler,160.21,Zaid,524.98,16.32,8.13,Tomato,6.131
Loamy,13.61,519,Flood,44.99,Rabi,1211.83,25.3,5.55,Maize,3.872
Peaty,5.1,4138,Sprinkler,43.91,Rabi,958.64,25.12,7.31,Rice,3.791
Silty,8.68,2281,Flood,55.58,Rabi,1079.28,44.33,5.38,Tomato,6.279
Peaty,15.75,4334,Drip,123.85,Kharif,1320.3,10.67,6.18,Tomato,6.593
Clay,19.12,3631,Rainfed,71.4,Rabi,234.34,38.56,5.63,Potato,5.198
Clay,2.5,1056,Flood,86.26,Rabi,888.65,13.4,7.95,Tomato,5.705
Loamy,11.18,2744,Drip,187.7,Zaid,1171.38,12.81,7.69,Rice,4.759
Clay,6.94,3483,Drip,172.5,Rabi,1349.98,21.49,5.54,Potato,6.97
Sandy,5.28,4063,Rainfed,173.39,Summer,372.5,34.53,5.24,Tomato,5.576
Clay,10.61,3225,Sprinkler,123.98,Zaid,643.89,33.75,6.87,Tomato,6.229
Loamy,12.52,3831,Drip,175.96,Summer,302.12,31.98,5.78,Rice,3.504
Loamy,1.19,696,Sprinkler,160.14,Kharif,1285.41,37.11,5.03,Potato,6.312
Sandy,15.82,3328,Sprinkler,191.58,Rabi,1314.58,18.13,6.06,Potato,6.655
Loamy,16.58,4488,Sprinkler,31.59,Kharif,828.66,32.18,5.86,Tomato,5.657
Silty,19.34,2969,Flood,25.17,Kharif,227.03,32.33,7.74,Rice,2.988
Peaty,4.43,2130,Sprinkler,51.51,Rabi,332.86,32.9,8.44,Wheat,2.434
Clay,12.3,3778,Sprinkler,187.24,Zaid,1011.67,30.81,5.95,Rice,3.994
Silty,9.11,2538,Drip,129.0,Kharif,1477.4,17.75,5.89,Tomato,6.966
Clay,7.36,2979,Rainfed,96.7,Rabi,1290.52,42.0,6.55,Tomato,6.292
Silty,11.75,4830,Flood,112.29,Rabi,1237.3,44.16,5.69,Wheat,3.6
Clay,15.87,2975,Sprinkler,169.33,Summer,743.36,34.12,8.79,Wheat,3.013
Sandy,1.44,3809,Rainfed,187.24,Kharif,1480.78,25.54,5.97,Potato,7.507
Loamy,19.42,3678,Sprinkler,151.35,Kharif,1272.46,28.8,5.37,Tomato,6.989
Loamy,16.39,1887,Sprinkler,156.77,Rabi,636.35,13.79,7.23,Potato,5.325
Sandy,15.27,1141,Drip,77.67,Summer,1173.04,22.72,7.15,Tomato,6.455
Silty,15.45,1074,Rainfed,104.07,Zaid,762.28,44.16,7.53,Rice,3.255
Peaty,8.39,3644,Drip,179.34,Summer,1058.59,29.17,8.87,Maize,3.833
